,Article_ID,Date,wordCount,Source
248,6BPF-YDR1-JCMN-Y03C-00000-00,02 April 2024,968,Al Jazeera English
249,6CSR-YS41-JCMN-Y061-00000-00,22 August 2024,974,Al Jazeera English
250,69TH-VF91-JCMN-Y49G-00000-00,07 December 2023,685,Al Jazeera English
251,6BG2-TM21-F03R-N1YV-00000-00,03 March 2024,1052,Al Jazeera English
252,69W1-1901-JCMN-Y083-00000-00,14 December 2023,1187,Al Jazeera English
253,6BYG-VMB1-F03R-N1CG-00000-00,05 May 2024,923,Al Jazeera English
254,69PF-YWM1-JCMN-Y027-00000-00,23 November 2023,1366,Al Jazeera English
255,Batch 01 - BBC  - 1170,22 May 2024,1099,BBC
256,6CHR-X5M1-JCMN-Y4F4-00000-00,20 July 2024,1754,Al Jazeera English
257,69J7-BBR1-JBG3-601H-00000-00,03 November 2023,1583,The New York Times
258,69J2-YV41-DXY4-X1TT-00000-00,02 November 2023,1692,The New York Times
259,6BFV-1JG1-F03R-N0H9-00000-00,02 March 2024,1405,Al Jazeera English
260,69V3-7C61-DY7V-G1CW-00000-00,10 December 2023,1212,CNN Wire
261,69MT-V4C1-F03R-N0SG-00000-00,15 November 2023,1477,Al Jazeera English
262,69HV-R211-F03R-N1NF-00000-00,01 November 2023,1041,Al Jazeera English
263,6B2Y-W1K1-DXY4-X00S-00000-00,11 January 2024,382,The New York Times
264,6C8N-PMP1-DXY4-X4GB-00000-00,17 June 2024,675,The New York Times
265,69JV-45T1-JCMN-Y2FT-00000-00,05 November 2023,736,Al Jazeera English
266,6CB5-VNJ1-JBSS-S05Y-00000-00,23 June 2024,1321,CNN Wire
267,Batch 01 - BBC  - 1616,10 October 2023,670,BBC
268,69BY-JFV1-JCMN-Y2D7-00000-00,09 October 2023,768,Al Jazeera English
269,6BCH-TV81-F03R-N05P-00000-00,20 February 2024,645,Al Jazeera English
270,69P4-0FS1-F03R-N3WX-00000-00,21 November 2023,717,Al Jazeera English
271,6B6C-HXF1-F03R-N0KV-00000-00,27 January 2024,1142,Al Jazeera English
272,6B19-J3K1-F03R-N3MH-00000-00,03 January 2024,887,Al Jazeera English
273,6BK8-7471-F03R-N05R-00000-00,29 January 2024,1557,Al Jazeera English
274,6D2F-MJJ1-DXY4-X25B-00000-00,27 September 2024,821,The New York Times
275,69P2-HJW1-DY7V-G31W-00000-00,03 November 2023,696,CNN Wire
276,Batch 01 - BBC  - 220,20 December 2023,140,BBC
277,Batch 02 - BBC  - 2108,07 October 2024,903,BBC
278,69FS-0471-JCMN-Y49V-00000-00,22 October 2023,1088,Al Jazeera English
279,6CB5-XB71-DXY4-X09B-00000-00,24 June 2024,1628,The New York Times
280,6BV3-FWJ1-DXY4-X09T-00000-00,19 April 2024,808,The New York Times
281,6BW5-JMS1-DXY4-X03R-00000-00,24 April 2024,2661,The New York Times
282,69C5-YTX1-DXY4-X154-00000-00,10 October 2023,1089,The New York Times
283,69CD-7121-DXY4-X07W-00000-00,11 October 2023,1250,The New York Times
284,69C4-Y4K1-JBG3-629B-00000-00,10 October 2023,365,The New York Times
285,6C4M-03F1-JBSS-S3DM-00000-00,29 May 2024,504,CNN Wire
286,69T2-Y2H1-DY7V-G037-00000-00,05 December 2023,1284,CNN Wire
287,6C0C-BVC1-JCMN-Y424-00000-00,09 May 2024,999,Al Jazeera English
288,6B71-46N1-JCMN-Y3T6-00000-00,30 January 2024,767,Al Jazeera English
289,69H6-HPF1-F03R-N3T5-00000-00,29 October 2023,1568,Al Jazeera English
290,69D6-RWS1-JBSS-S0DB-00000-00,15 October 2023,1342,CNN Wire
291,69BX-RR51-JCMN-Y31Y-00000-00,09 October 2023,975,Al Jazeera English
292,6CBK-SVW1-JCMN-Y037-00000-00,26 June 2024,1257,Al Jazeera English
293,6BF7-3N81-JCMN-Y49M-00000-00,28 February 2024,1402,Al Jazeera English
294,6B9V-WD41-F03R-N0HR-00000-00,12 February 2024,1121,Al Jazeera English
295,6CPW-24J1-JCMN-Y3R4-00000-00,13 August 2024,2353,Al Jazeera English
296,69DC-X5P1-JBG3-6391-00000-00,16 October 2023,1228,The New York Times
297,69WC-PVM1-DY7V-G2TR-00000-00,16 December 2023,699,CNN Wire
298,6BDT-5551-F03R-N05W-00000-00,26 February 2024,1189,Al Jazeera English
299,6BWT-CC21-JCMN-Y0P4-00000-00,27 April 2024,490,Al Jazeera English
300,6BWS-JF31-F03R-N3T4-00000-00,27 April 2024,1622,Al Jazeera English
301,6CR1-JGY1-JCMN-Y093-00000-00,14 August 2024,872,Al Jazeera English
302,6CKM-5MY1-F03R-N10Y-00000-00,29 July 2024,1396,Al Jazeera English
303,69GX-D711-DXY4-X00F-00000-00,27 October 2023,468,The New York Times
304,6B59-VJK1-F03R-N2HR-00000-00,22 January 2024,570,Al Jazeera English
305,6CPC-YBS1-F03R-N4F4-00000-00,11 August 2024,2084,Al Jazeera English
306,69TY-R4S1-JBG3-650F-00000-00,09 December 2023,847,The New York Times
307,6CYC-BR11-F03R-N0P7-00000-00,13 September 2024,1062,Al Jazeera English
308,6BJ0-D1D1-F03R-N02W-00000-00,12 March 2024,1850,Al Jazeera English
309,6B6C-C8G1-F03R-N001-00000-00,27 January 2024,2237,Al Jazeera English
310,69JP-KV71-F03R-N2B6-00000-00,05 November 2023,2043,Al Jazeera English
311,69VJ-WN01-JCMN-Y2X7-00000-00,12 December 2023,1338,Al Jazeera English
312,6D4B-9XT1-F03R-N2GW-00000-00,06 October 2024,1841,Al Jazeera English
313,69T9-7751-F03R-N2XC-00000-00,06 December 2023,1513,Al Jazeera English
314,6B7N-1TM1-JCMN-Y4F3-00000-00,02 February 2024,824,Al Jazeera English
315,6B4V-XG71-F03R-N001-00000-00,20 January 2024,1019,Al Jazeera English
316,6C3J-KPR1-F03R-N2HS-00000-00,24 May 2024,776,Al Jazeera English
317,6BTF-6KV1-F03R-N0RB-00000-00,16 April 2024,1381,Al Jazeera English
318,6C6C-DTC1-JBG3-6018-00000-00,06 June 2024,927,The New York Times
319,69HD-FKY1-JCMN-Y1D6-00000-00,30 October 2023,1580,Al Jazeera English
320,6B5W-SCJ1-DY7V-G00J-00000-00,24 January 2024,1190,CNN Wire
321,6BJK-TFC1-JCMN-Y2R6-00000-00,15 March 2024,441,Al Jazeera English
322,69T3-K3S1-F03R-N49H-00000-00,05 December 2023,1630,Al Jazeera English
323,6B5Y-3VN1-F03R-N003-00000-00,25 January 2024,2072,Al Jazeera English
324,6C7T-81K1-JCMN-Y000-00000-00,13 June 2024,882,Al Jazeera English
325,Batch 02 - BBC  - 2072,02 October 2024,555,BBC
326,69S1-0PB1-JCMN-Y4J7-00000-00,29 November 2023,1184,Al Jazeera English
327,6CCW-4V21-JBG3-60RJ-00000-00,02 July 2024,660,The New York Times
328,6BM5-7M51-F03R-N04S-00000-00,22 March 2024,910,Al Jazeera English
329,6D4B-B1G1-F03R-N3SK-00000-00,06 October 2024,526,Al Jazeera English
330,6CW2-VN71-DXY4-X24K-00000-00,02 September 2024,1682,The New York Times
331,69CX-STK1-F03R-N00T-00000-00,13 October 2023,824,Al Jazeera English
332,6B93-FHY1-DXY4-X00V-00000-00,08 February 2024,948,The New York Times
333,6CKD-BXB1-F03R-N0CD-00000-00,28 July 2024,1099,Al Jazeera English
334,6CGW-C6J1-F03R-N1R8-00000-00,16 July 2024,1338,Al Jazeera English
335,6CNJ-S5X1-F03R-N423-00000-00,07 August 2024,1142,Al Jazeera English
336,Batch 01 - BBC  - 1986,26 October 2023,80,BBC
337,69JX-MT01-JCMN-Y0TB-00000-00,06 November 2023,1277,Al Jazeera English
338,69S7-HP31-JCMN-Y493-00000-00,01 December 2023,1124,Al Jazeera English
339,69BN-FFN1-F03R-N0KV-00000-00,08 October 2023,495,Al Jazeera English
340,6BX7-94D1-JBSS-S0N4-00000-00,29 April 2024,645,CNN Wire
341,69P2-JSY1-JBSS-S1GW-00000-00,20 November 2023,279,CNN Wire
342,69BX-PPN1-JCMN-Y3T8-00000-00,09 October 2023,663,Al Jazeera English
343,69NV-JCV1-DY7V-G00F-00000-00,20 November 2023,1104,CNN Wire
344,69HF-F4X1-JCMN-Y2DX-00000-00,30 October 2023,1127,Al Jazeera English
345,6D0H-8KR1-DY7V-G0G5-00000-00,18 September 2024,1114,CNN Wire
346,6CTW-0FY1-DXY4-X03H-00000-00,27 August 2024,755,The New York Times
347,69DN-R0C1-DXY4-X06K-00000-00,17 October 2023,995,The New York Times
348,Batch 01 - BBC  - 1474,09 November 2023,79,BBC
349,69MS-NKM1-JCMN-Y2MY-00000-00,15 November 2023,1128,Al Jazeera English
350,69CK-1PF1-JCMN-Y4HW-00000-00,12 October 2023,442,Al Jazeera English
351,6BHT-D711-F03R-N3YW-00000-00,11 March 2024,1281,Al Jazeera English
352,69NX-2VM1-F03R-N035-00000-00,20 November 2023,977,Al Jazeera English
353,69J6-F151-JBSS-S07M-00000-00,03 November 2023,641,CNN Wire
354,69Y3-6K51-JCMN-Y06B-00000-00,24 December 2023,805,Al Jazeera English
355,6BGH-3CT1-JCMN-Y3MR-00000-00,05 March 2024,1904,Al Jazeera English
356,69HK-BBW1-F03R-N0KV-00000-00,31 October 2023,966,Al Jazeera English
357,6C5N-9PR1-JCMN-Y0KX-00000-00,03 June 2024,1446,Al Jazeera English
358,69TG-W821-JCMN-Y34X-00000-00,07 December 2023,632,Al Jazeera English
359,69H6-XGY1-DXY4-X006-00000-00,29 October 2023,521,The New York Times
360,69WF-35P1-JCMN-Y0GB-00000-00,16 December 2023,904,Al Jazeera English
361,6D44-1NG1-F03R-N51M-00000-00,05 October 2024,1940,Al Jazeera English
362,Batch 01 - BBC  - 1401,28 January 2024,633,BBC
363,6CBT-8BP1-F03R-N01K-00000-00,27 June 2024,1226,Al Jazeera English
364,69KB-6BP1-F03R-N1K3-00000-00,08 November 2023,1179,Al Jazeera English
365,69P2-BYN1-JBSS-S0T5-00000-00,16 October 2023,1488,CNN Wire
366,69C5-XWB1-F03R-N3X0-00000-00,10 October 2023,705,Al Jazeera English
367,69X7-N631-JCMN-Y2CB-00000-00,20 December 2023,1150,Al Jazeera English
368,6BXX-29B1-JCMN-Y0P5-00000-00,02 May 2024,884,Al Jazeera English
369,6CC1-3321-JCMN-Y02V-00000-00,28 June 2024,1881,Al Jazeera English
370,69DW-K161-F03R-N3YS-00000-00,18 October 2023,1028,Al Jazeera English
371,Batch 01 - BBC  - 806,09 October 2023,710,BBC
372,Batch 01 - BBC  - 43,27 April 2024,82,BBC
373,6BY1-4HJ1-DY7V-G15R-00000-00,03 May 2024,1419,CNN Wire
374,6BMX-1231-JCMN-Y0P1-00000-00,25 March 2024,1139,Al Jazeera English
375,6BPV-D3F1-JCMN-Y17P-00000-00,04 April 2024,454,Al Jazeera English
376,69FY-JPC1-JCMN-Y3P2-00000-00,23 October 2023,858,Al Jazeera English
377,69FX-3VC1-DY7V-G007-00000-00,23 October 2023,1916,CNN Wire
378,69MF-1PR1-F03R-N4BK-00000-00,13 November 2023,663,Al Jazeera English
379,6CCN-MT01-JCMN-Y031-00000-00,01 July 2024,771,Al Jazeera English
380,69CK-23Y1-F03R-N4JF-00000-00,12 October 2023,1422,Al Jazeera English
381,69XN-X8N1-JBSS-S0WF-00000-00,22 December 2023,1775,CNN Wire
382,6D2G-7HY1-JCMN-Y53Y-00000-00,27 September 2024,636,Al Jazeera English
383,6BMG-X8K1-DY7V-G000-00000-00,24 March 2024,1043,CNN Wire
384,6BRY-31B1-F03R-N17R-00000-00,09 April 2024,1626,Al Jazeera English
385,6D3R-RCX1-F03R-N3NJ-00000-00,03 October 2024,633,Al Jazeera English
386,6CVM-SRP1-DY7V-G07Y-00000-00,31 August 2024,1017,CNN Wire
387,69P2-JSY1-JBSS-S1N9-00000-00,08 November 2023,761,CNN Wire
388,6B3J-YDS1-JBSS-S019-00000-00,14 January 2024,1592,CNN Wire
389,69PY-VYT1-F03R-N000-00000-00,25 November 2023,490,Al Jazeera English
390,69CC-1641-F03R-N3W7-00000-00,11 October 2023,887,Al Jazeera English
391,6CBM-MHR1-DXY4-X04F-00000-00,26 June 2024,654,The New York Times
392,69KS-22C1-JCMN-Y173-00000-00,10 November 2023,1900,Al Jazeera English
393,69CV-DPX1-F03R-N071-00000-00,13 October 2023,890,Al Jazeera English
394,69BR-TPM1-DY7V-G027-00000-00,08 October 2023,1022,CNN Wire
395,Batch 01 - BBC  - 441,03 March 2024,1618,BBC
396,6BCY-PDN1-DXY4-X05B-00000-00,22 February 2024,861,The New York Times
397,Batch 01 - BBC  - 498,12 August 2024,1104,BBC
398,69HF-XCB1-DXY4-X0BF-00000-00,30 October 2023,839,The New York Times
399,69R5-WFR1-F03R-N000-00000-00,26 November 2023,776,Al Jazeera English
400,6B29-2381-JBG3-61V8-00000-00,07 January 2024,581,The New York Times
401,6BDB-WNH1-JCMN-Y074-00000-00,24 February 2024,1852,Al Jazeera English
402,69JY-BYN1-JCMN-Y3B3-00000-00,06 November 2023,1218,Al Jazeera English
403,69Y6-GGS1-JCMN-Y3HS-00000-00,24 December 2023,662,Al Jazeera English
404,6BC9-26S1-DY7V-G010-00000-00,19 February 2024,906,CNN Wire
405,6B60-P0M1-DY7V-G02B-00000-00,25 January 2024,1325,CNN Wire
406,69HD-4M21-JCMN-Y03X-00000-00,30 October 2023,593,Al Jazeera English
407,69GH-G4T1-F03R-N0C7-00000-00,25 October 2023,599,Al Jazeera English
408,6B0N-MG51-JCMN-Y08N-00000-00,31 December 2023,1457,Al Jazeera English
409,6B7W-GNJ1-JCMN-Y000-00000-00,03 February 2024,1097,Al Jazeera English
410,6C5P-9B81-JCMN-Y3YH-00000-00,03 June 2024,1398,Al Jazeera English
411,69S1-XV21-F03R-N3T4-00000-00,30 November 2023,1338,Al Jazeera English
412,6BKH-3SJ1-DXY4-X004-00000-00,19 March 2024,1979,The New York Times
413,6CPK-SGK1-JCMN-Y4KP-00000-00,12 August 2024,1363,Al Jazeera English
414,69MD-PS01-F03R-N21T-00000-00,13 November 2023,1346,Al Jazeera English
415,6BHB-GR01-DXY4-X02P-00000-00,09 March 2024,1081,The New York Times
416,69V0-WS01-JCMN-Y375-00000-00,09 December 2023,690,Al Jazeera English
417,6CMH-7YR1-JCMN-Y091-00000-00,02 August 2024,897,Al Jazeera English
418,Batch 01 - BBC  - 1832,20 March 2024,77,BBC
419,69V9-PBH1-JBSS-S347-00000-00,11 December 2023,423,CNN Wire
420,69YY-K601-F03R-N445-00000-00,28 December 2023,982,Al Jazeera English
421,69ND-0Y71-JCMN-Y2JP-00000-00,17 November 2023,1437,Al Jazeera English
422,69M1-KR81-JBSS-S264-00000-00,11 November 2023,1595,CNN Wire
423,6C75-8N11-F03R-N05J-00000-00,10 June 2024,1084,Al Jazeera English
424,6BJT-T7W1-JBG3-61XG-00000-00,16 March 2024,1354,The New York Times
425,6BT7-D381-F03R-N023-00000-00,15 April 2024,1191,Al Jazeera English
426,6CJT-GH81-F03R-N3XR-00000-00,25 July 2024,1264,Al Jazeera English
427,6BY9-NBD1-JCMN-Y2TC-00000-00,04 May 2024,686,Al Jazeera English
428,6CRG-G6S1-F03R-N4PN-00000-00,16 August 2024,1179,Al Jazeera English
429,6BN7-HMH1-JBSS-S00B-00000-00,27 March 2024,505,CNN Wire
430,6B8S-P611-F03R-N07T-00000-00,07 February 2024,1675,Al Jazeera English
431,Batch 01 - BBC  - 40,26 October 2023,676,BBC
432,6BHT-D711-F03R-N3YV-00000-00,11 March 2024,1404,Al Jazeera English
433,69PP-X5M1-F03R-N002-00000-00,24 November 2023,790,Al Jazeera English
434,6BP1-KTN1-DXY4-X012-00000-00,31 March 2024,273,The New York Times
435,6CH8-B0R1-JCMN-Y17P-00000-00,18 July 2024,497,Al Jazeera English
436,69D6-RWJ1-JBG3-61SV-00000-00,15 October 2023,984,The New York Times
437,6BYF-WRB1-DXY4-X127-00000-00,05 May 2024,947,The New York Times
438,69S1-1J51-F03R-N2K1-00000-00,29 November 2023,884,Al Jazeera English
439,69NF-34S1-JCMN-Y492-00000-00,18 November 2023,713,Al Jazeera English
440,6B01-B8Y1-DXY4-X2S7-00000-00,28 December 2023,3436,The New York Times
441,69XG-8Y01-F03R-N146-00000-00,21 December 2023,1987,Al Jazeera English
442,69S2-7TF1-F03R-N041-00000-00,30 November 2023,389,Al Jazeera English
443,6BT1-DSD1-JCMN-Y3T5-00000-00,14 April 2024,1104,Al Jazeera English
444,69G3-MXS1-JCMN-Y4N0-00000-00,24 October 2023,2097,Al Jazeera English
445,6BX1-6271-JCMN-Y3CK-00000-00,28 April 2024,828,Al Jazeera English
446,6B3T-R171-JCMN-Y001-00000-00,15 January 2024,399,Al Jazeera English
447,6CG8-8FJ1-F03R-N3N6-00000-00,13 July 2024,995,Al Jazeera English
448,6D4B-BGK1-JBSS-S1HY-00000-00,06 October 2024,713,CNN Wire
449,6D0R-V3M1-F03R-N4F6-00000-00,19 September 2024,1295,Al Jazeera English
450,69JF-22F1-JCMN-Y2TC-00000-00,04 November 2023,330,Al Jazeera English
451,69P2-D541-DY7V-G2D8-00000-00,27 October 2023,485,CNN Wire
452,69F8-8NH1-JCMN-Y448-00000-00,20 October 2023,1817,Al Jazeera English
453,69H0-BPN1-F03R-N1ND-00000-00,28 October 2023,1269,Al Jazeera English
454,69GT-DHP1-F03R-N40B-00000-00,27 October 2023,999,Al Jazeera English
455,69G6-98B1-JCMN-Y10K-00000-00,24 October 2023,1190,Al Jazeera English
456,6B6T-TJ81-JCMN-Y3SD-00000-00,29 January 2024,766,Al Jazeera English
457,6C6B-HTF1-JCMN-Y3V6-00000-00,06 June 2024,1391,Al Jazeera English
458,6CG0-5PT1-F03R-N3R6-00000-00,12 July 2024,426,Al Jazeera English
459,69CT-PRR1-DXY4-X07R-00000-00,13 October 2023,980,The New York Times
460,69N7-Y3W1-F03R-N4X5-00000-00,17 November 2023,625,Al Jazeera English
461,6BH3-JCC1-F03R-N24X-00000-00,08 March 2024,828,Al Jazeera English
462,6BS6-M731-JCMN-Y06M-00000-00,10 April 2024,613,Al Jazeera English
463,6B2X-C051-JCMN-Y2JX-00000-00,11 January 2024,1450,Al Jazeera English
464,6BPR-9WP1-DXY4-X003-00000-00,03 April 2024,905,The New York Times
465,6B7W-BHN1-F03R-N001-00000-00,03 February 2024,356,Al Jazeera English
466,6D1V-55D1-JCMN-Y1J4-00000-00,24 September 2024,383,Al Jazeera English
467,69DG-6CG1-DY7V-G02R-00000-00,16 October 2023,801,CNN Wire
468,6BGV-JRV1-F03R-N0K4-00000-00,06 March 2024,1189,Al Jazeera English
469,69D1-RFP1-F03R-N39J-00000-00,14 October 2023,857,Al Jazeera English
470,Batch 01 - BBC  - 1627,07 May 2024,687,BBC
471,6BC3-71J1-F03R-N3T4-00000-00,18 February 2024,1136,Al Jazeera English
472,6D4B-9NJ1-F03R-N1W1-00000-00,06 October 2024,2074,Al Jazeera English
473,6BS0-C7C1-DY7V-G027-00000-00,09 April 2024,1234,CNN Wire
474,69GB-X731-F03R-N000-00000-00,25 October 2023,1370,Al Jazeera English
475,69MV-0N51-F03R-N4ND-00000-00,15 November 2023,557,Al Jazeera English
476,69P9-N1D1-JCMN-Y3X9-00000-00,22 November 2023,213,Al Jazeera English
477,6BVB-X9P1-JBSS-S000-00000-00,20 April 2024,1455,CNN Wire
478,6BF5-9KD1-JBG3-6310-00000-00,27 February 2024,1217,The New York Times
479,6BCY-W1Y1-DXY4-X060-00000-00,22 February 2024,1496,The New York Times
480,69BJ-28T1-DXY4-X02B-00000-00,07 October 2023,1339,The New York Times
481,6B61-6SM1-JBG3-602V-00000-00,25 January 2024,2705,The New York Times
482,6BWS-7RC1-JBG3-62VD-00000-00,27 April 2024,954,The New York Times
483,69K9-R401-JBG3-609J-00000-00,08 November 2023,2822,The New York Times
484,6C69-D491-JCMN-Y002-00000-00,06 June 2024,1218,Al Jazeera English
485,6CKW-09V1-JBSS-S006-00000-00,30 July 2024,765,CNN Wire
486,6C00-7FM1-F03R-N0Y1-00000-00,07 May 2024,1189,Al Jazeera English
487,69P2-JSY1-JBSS-S1PH-00000-00,05 November 2023,1807,CNN Wire
488,69PR-JKX1-F03R-N0M0-00000-00,24 November 2023,770,Al Jazeera English
489,6BKP-GD61-JCMN-Y433-00000-00,13 March 2024,1616,Al Jazeera English
490,6B6V-67P1-JBG3-6020-00000-00,29 January 2024,547,The New York Times
491,69JP-T3G1-DY7V-G151-00000-00,05 November 2023,991,CNN Wire
492,6BXX-G921-JBSS-S1KP-00000-00,02 May 2024,840,CNN Wire
493,6CRN-9J31-JBG3-6052-00000-00,17 August 2024,1485,The New York Times
494,69BS-89H1-JBG3-602J-00000-00,08 October 2023,1487,The New York Times
495,6CSK-C341-DY7V-G02J-00000-00,21 August 2024,998,CNN Wire
496,69HW-HYN1-JCMN-Y550-00000-00,01 November 2023,995,Al Jazeera English
497,6BS6-84R1-DY7V-G04D-00000-00,10 April 2024,769,CNN Wire
498,69DM-M0D1-JBSS-S0XT-00000-00,17 October 2023,1602,CNN Wire
499,69H6-B8Y1-JCMN-Y385-00000-00,29 October 2023,1050,Al Jazeera English
500,69BP-YKS1-JBG3-601T-00000-00,08 October 2023,418,The New York Times
501,6BB0-CGM1-JCMN-Y0KW-00000-00,13 February 2024,956,Al Jazeera English
502,6BRT-9921-DY7V-G00T-00000-00,08 April 2024,805,CNN Wire
503,6CSP-57T1-F03R-N3T6-00000-00,22 August 2024,634,Al Jazeera English
504,6CP5-KGH1-JBG3-6193-00000-00,10 August 2024,389,The New York Times
505,6C1V-0BN1-JBSS-S006-00000-00,16 May 2024,925,CNN Wire
506,69P2-5751-DY7V-G1FW-00000-00,11 October 2023,650,CNN Wire
507,6CTB-80H1-DY7V-G0HG-00000-00,25 August 2024,1752,CNN Wire
508,6CSW-NB51-JCMN-Y01Y-00000-00,22 August 2024,1551,Al Jazeera English
509,Batch 01 - BBC  - 492,08 October 2023,600,BBC
510,69CK-HVG1-DY7V-G02B-00000-00,12 October 2023,1458,CNN Wire
511,69T2-Y2H1-DXY4-X1DK-00000-00,05 December 2023,359,The New York Times
512,69S7-2CJ1-DXY4-X006-00000-00,01 December 2023,1599,The New York Times
513,6B9J-YHY1-JBG3-6002-00000-00,11 February 2024,1250,The New York Times
514,6BFK-6TM1-JBG3-601F-00000-00,29 February 2024,1094,The New York Times
515,6CB5-VNJ1-JBSS-S089-00000-00,24 June 2024,1126,CNN Wire
516,6B67-2311-JCMN-Y2VJ-00000-00,26 January 2024,1508,Al Jazeera English
517,69J2-P8Y1-F03R-N4PN-00000-00,02 November 2023,912,Al Jazeera English
518,69CP-TJT1-JCMN-Y019-00000-00,13 October 2023,1009,Al Jazeera English
519,69PH-M1G1-DY7V-G00X-00000-00,23 November 2023,1995,CNN Wire
520,69CT-3PJ1-F03R-N4F1-00000-00,12 October 2023,932,Al Jazeera English
521,Batch 01 - BBC  - 613,11 January 2024,246,BBC
522,6CBK-6B31-JBSS-S013-00000-00,26 June 2024,1938,CNN Wire
523,6B2T-5X61-F03R-N04H-00000-00,10 January 2024,1047,Al Jazeera English
524,6CHG-MF91-F03R-N0SN-00000-00,19 July 2024,526,Al Jazeera English
525,6B4M-KNN1-DY7V-G01H-00000-00,19 January 2024,446,CNN Wire
526,6CFY-CBM1-DY7V-G0R0-00000-00,12 July 2024,1187,CNN Wire
527,6CHS-76R1-JCMN-Y52X-00000-00,20 July 2024,573,Al Jazeera English
528,Batch 01 - BBC  - 669,26 November 2023,123,BBC
529,6CW9-0G11-JCMN-Y005-00000-00,03 September 2024,930,Al Jazeera English
530,6BT1-KFF1-JCMN-Y002-00000-00,14 April 2024,1014,Al Jazeera English
531,69JR-KC61-F03R-N4WK-00000-00,05 November 2023,647,Al Jazeera English
532,6CJC-B601-JCMN-Y17V-00000-00,23 July 2024,1016,Al Jazeera English
533,69M7-6XM1-JCMN-Y4GC-00000-00,12 November 2023,1094,Al Jazeera English
534,6BGN-BP21-JBG3-64XK-00000-00,05 March 2024,1115,The New York Times
535,6BGS-1CT1-JBG3-60P2-00000-00,06 March 2024,759,The New York Times
536,6D0P-VCR1-DXY4-X2G2-00000-00,19 September 2024,1250,The New York Times
537,6D0W-YB31-JBG3-64CV-00000-00,20 September 2024,1256,The New York Times
538,6BF5-NW31-JBG3-632D-00000-00,28 February 2024,625,The New York Times
539,6CRN-M7C1-F03R-N4HD-00000-00,17 August 2024,1609,Al Jazeera English
540,6D0S-F381-JBSS-S1P4-00000-00,19 September 2024,484,CNN Wire
541,6CSP-KCW1-JBSS-S05P-00000-00,22 August 2024,1500,CNN Wire
542,6D1S-BVC1-JCMN-Y2RH-00000-00,24 September 2024,1617,Al Jazeera English
543,69CS-0JW1-DXY4-X018-00000-00,13 October 2023,1123,The New York Times
544,6B00-32R1-F03R-N05J-00000-00,28 December 2023,661,Al Jazeera English
545,69J8-B9Y1-F03R-N1W4-00000-00,03 November 2023,1950,Al Jazeera English
546,69G4-0SP1-JBSS-S2HP-00000-00,24 October 2023,608,CNN Wire
547,6BDT-TM21-JCMN-Y0DF-00000-00,26 February 2024,1819,Al Jazeera English
548,69MC-N0P1-JCMN-Y4WF-00000-00,13 November 2023,1154,Al Jazeera English
549,6B24-FCJ1-JCMN-Y3T4-00000-00,07 January 2024,1099,Al Jazeera English
550,6CR9-51S1-JCMN-Y13W-00000-00,15 August 2024,1165,Al Jazeera English
551,6BR4-GYD1-F03R-N0B8-00000-00,05 April 2024,543,Al Jazeera English
552,69JF-NB01-JCMN-Y221-00000-00,04 November 2023,1686,Al Jazeera English
553,69F8-8NH1-JCMN-Y449-00000-00,20 October 2023,408,Al Jazeera English
554,6B6F-B8V1-F03R-N0M0-00000-00,27 January 2024,1734,Al Jazeera English
555,69W7-SJN1-JCMN-Y3F7-00000-00,15 December 2023,1078,Al Jazeera English
556,69DF-Y9J1-JCMN-Y163-00000-00,16 October 2023,565,Al Jazeera English
557,69VD-N0G1-DXY4-X1FG-00000-00,11 December 2023,1082,The New York Times
558,6B77-8J71-JBG3-600X-00000-00,31 January 2024,5400,The New York Times
559,69H0-6NB1-JBG3-64RK-00000-00,28 October 2023,1968,The New York Times
560,69CK-M7V1-JBG3-6004-00000-00,12 October 2023,505,The New York Times
561,69BJ-M941-JBG3-6040-00000-00,07 October 2023,1926,The New York Times
562,69KY-YVV1-DXY4-X50T-00000-00,11 November 2023,1104,The New York Times
563,6BP8-91M1-JCMN-Y3W6-00000-00,01 April 2024,1745,Al Jazeera English
564,69TP-G841-JBG3-6383-00000-00,08 December 2023,920,The New York Times
565,6CFS-H901-DXY4-X1D2-00000-00,11 July 2024,1499,The New York Times
566,69R5-P6Y1-JBG3-600R-00000-00,26 November 2023,1637,The New York Times
567,6D1T-8C11-JBG3-63WN-00000-00,24 September 2024,541,The New York Times
568,69Y4-X7F1-DXY4-X3YX-00000-00,24 December 2023,1095,The New York Times
569,6D3G-G301-JCMN-Y4G4-00000-00,02 October 2024,989,Al Jazeera English
570,6BCS-NM71-JBSS-S322-00000-00,21 February 2024,655,CNN Wire
571,69TY-06W1-F03R-N2NP-00000-00,09 December 2023,843,Al Jazeera English
572,6B71-H3B1-JBSS-S00P-00000-00,30 January 2024,2075,CNN Wire
573,69KJ-GM51-JCMN-Y1J5-00000-00,09 November 2023,887,Al Jazeera English
